Source,Target
W1483285585,W2333503537
W1483285585,W2419301891
W1483285585,W2527945485
W1483285585,W575888754
W1483285585,W616524501
W1483299686,W1890481640
W1483299686,W1964285689
W1483299686,W1964970459
W1483299686,W1976017500
W1483299686,W1994135183
W1483299686,W1997780328
W1483299686,W2009938720
W1483299686,W2011702367
W1483299686,W2013476441
W1483299686,W2014724930
W1483299686,W2045271086
W1483299686,W2053611092
W1483299686,W2080859590
W1483299686,W2085127536
W1483299686,W2089247918
W1483299686,W2090140552
W1483299686,W2111064604
W1483299686,W2121647405
W1483299686,W2125229078
W1483299686,W2160563889
W1483299686,W2161197885
W1483299686,W2167403331
W1483299686,W2334230567
W1483299686,W4236235540
W1483299686,W4240807866
W1483299686,W4251056353
W1483299686,W4253100951
W1483299686,W4293234668
W1491584573,W140065260
W1491584573,W1481743651
W1491584573,W1511380258
W1491584573,W1551872865
W1491584573,W1641290467
W1491584573,W1671519048
W1491584573,W1967867613
W1491584573,W1968784303
W1491584573,W1973434807
W1491584573,W1974322993
W1491584573,W1974704788
W1491584573,W1976208898
W1491584573,W1976430448
W1491584573,W1978687023
W1491584573,W1979048430
W1491584573,W1983036140
W1491584573,W1986119451
W1491584573,W1991706845
W1491584573,W1991824630
W1491584573,W1994382228
W1491584573,W1996970591
W1491584573,W1997226619
W1491584573,W1997645774
W1491584573,W2001300936
W1491584573,W2009023656
W1491584573,W2011669851
W1491584573,W2014800097
W1491584573,W2015440694
W1491584573,W2016764434
W1491584573,W2021307279
W1491584573,W2022199869
W1491584573,W2022253315
W1491584573,W2026386627
W1491584573,W2026476987
W1491584573,W2028537987
W1491584573,W2029264223
W1491584573,W2041557116
W1491584573,W2044234661
W1491584573,W2044494494
W1491584573,W2050281315
W1491584573,W2054234752
W1491584573,W2059614742
W1491584573,W2059809990
W1491584573,W2063071556
W1491584573,W2068248377
W1491584573,W2070082359
W1491584573,W2070182229
W1491584573,W2072399660
W1491584573,W2078733074
W1491584573,W2079218997
W1491584573,W2081920907
W1491584573,W2084235579
W1491584573,W2089769811
W1491584573,W2091763991
W1491584573,W2093686814
W1491584573,W2100986954
W1491584573,W2104113119
W1491584573,W2107710263
W1491584573,W2112275830
W1491584573,W2114503427
W1491584573,W2114808153
W1491584573,W2116647024
W1491584573,W2124319444
W1491584573,W2132130138
W1491584573,W2134297506
W1491584573,W2138554597
W1491584573,W2139664623
W1491584573,W2140178559
W1491584573,W2145860775
W1491584573,W2154167183
W1491584573,W2156014198
W1491584573,W2156721063
W1491584573,W2157881799
W1491584573,W2162505278
W1491584573,W2166592781
W1491584573,W2167416908
W1491584573,W2168126999
W1491584573,W2171315805
W1491584573,W2571281431
W1491584573,W29860263
W1491584573,W3141960128
W1491584573,W53681705
W1497043782,W106230253
W1497043782,W1555016226
W1497043782,W1917015190
W1497043782,W1924613311
W1497043782,W1965417579
W1497043782,W1980351394
W1497043782,W1987348774
W1497043782,W1991423075
W1497043782,W2006812722
W1497043782,W2011003767
W1497043782,W2022344773
W1497043782,W2030709641
W1497043782,W2038647735
W1497043782,W2052858021
W1497043782,W2053593143
W1497043782,W2057196832
W1497043782,W2067212045
W1497043782,W2087609134
W1497043782,W2096550707
W1497043782,W2119521832
W1497043782,W2147156373
W1497043782,W2155615799
W1497043782,W2166434116
W1497043782,W2237539561
W1497043782,W2313244303
W1497043782,W2341127235
W1497043782,W2409543769
W1497043782,W2626824889
W1497043782,W2742718982
W1497043782,W3147894994
W1497043782,W86844084
W1500996803,W1504737862
W1500996803,W1559393815
W1500996803,W1663858207
W1500996803,W1965415717
W1500996803,W1993836053
W1500996803,W2058946295
W1500996803,W2085692234
W1500996803,W2100969652
W1500996803,W2341283081
W1500996803,W4299821173
W1508389067,W1524830325
W1508389067,W1606859093
W1508389067,W1974343745
W1508389067,W1992955908
W1508389067,W2007379842
W1508389067,W2009194532
W1508389067,W2016387175
W1508389067,W2033740628
W1508389067,W2075354606
W1508389067,W2146980963
W1508389067,W2156879797
W1508389067,W2227813149
W1508389067,W3212152062
W1508389067,W4294183730
W1511428412,W1969209865
W1511428412,W1972454058
W1511428412,W1972739973
W1511428412,W1978358897
W1511428412,W1982590950
W1511428412,W1989289149
W1511428412,W1993643398
W1511428412,W1994132656
W1511428412,W1996920948
W1511428412,W1998468993
W1511428412,W2004500269
W1511428412,W2008476340
W1511428412,W2010696939
W1511428412,W2012745335
W1511428412,W2013631737
W1511428412,W2015349218
W1511428412,W2015757307
W1511428412,W2019525769
W1511428412,W2021150169
W1511428412,W2021664035
W1511428412,W2037312138
W1511428412,W2040051153
W1511428412,W2048081411
W1511428412,W2048846338
W1511428412,W2053953028
W1511428412,W2059833426
W1511428412,W2062818347
W1511428412,W2071018844
W1511428412,W2082902497
W1511428412,W2088518620
W1511428412,W2088754556
W1511428412,W2102621408
W1511428412,W2118374628
W1511428412,W2119661565
W1511428412,W2128306868
W1511428412,W2139962975
W1511428412,W2164167840
W1511428412,W2164423733
W1511428412,W2168761049
W1511428412,W2418915331
W1511428412,W648405492
W1521477234,W1780332285
W1521477234,W1800296272
W1521477234,W1939596644
W1521477234,W1954922055
W1521477234,W1965792716
W1521477234,W1975040296
W1521477234,W1979942203
W1521477234,W1991359202
W1521477234,W2001394185
W1521477234,W2002660165
W1521477234,W2006618409
W1521477234,W2008729642
W1521477234,W2010663917
W1521477234,W2012133058
W1521477234,W2013206692
W1521477234,W2015103469
W1521477234,W2016857361
W1521477234,W2018668350
W1521477234,W2021786636
W1521477234,W2024347084
W1521477234,W2024448306
W1521477234,W2024868451
W1521477234,W2040352778
W1521477234,W2043035116
W1521477234,W2046187238
W1521477234,W2051575425
W1521477234,W2056868844
W1521477234,W2057795597
W1521477234,W2058236840
W1521477234,W2073939944
W1521477234,W2083620103
W1521477234,W2085000892
W1521477234,W2089649622
W1521477234,W2091761506
W1521477234,W2098929781
W1521477234,W2116649573
W1521477234,W2123757678
W1521477234,W2136233496
W1521477234,W2141129310
W1521477234,W2145264532
W1521477234,W2155628709
W1521477234,W2156742023
W1521477234,W2159006998
W1521477234,W2160708539
W1521477234,W2162193792
W1521477234,W2168512521
W1521477234,W2168620049
W1521477234,W2172702357
W1521477234,W3127623214
W1521477234,W4239116675
W1521477234,W4250114416
W1521477234,W4256689234
W1597116754,W1974704788
W1597116754,W1976953979
W1597116754,W1981006623
W1597116754,W1998992319
W1597116754,W2013675760
W1597116754,W2016250746
W1597116754,W2043368385
W1597116754,W2043867003
W1597116754,W2045240465
W1597116754,W2046441743
W1597116754,W2053350562
W1597116754,W2057722009
W1597116754,W2076906153
W1597116754,W2090405374
W1597116754,W2114533977
W1597116754,W2115949595
W1597116754,W2116516133
W1597116754,W2122093466
W1597116754,W2125890869
W1597116754,W2143939664
W1597116754,W2155009730
W1597116754,W2161519041
W1597116754,W2325902028
W1597116754,W56462961
W1639534865,W1602436038
W1639534865,W1841921101
W1639534865,W2003859521
W1639534865,W2041776202
W1639534865,W2046850476
W1639534865,W2063866062
W1639534865,W2163668399
W1693619404,W1754553209
W1693619404,W1965158426
W1693619404,W1983037054
W1693619404,W1985488331
W1693619404,W1989761931
W1693619404,W1996304474
W1693619404,W2006712294
W1693619404,W2008580209
W1693619404,W2011267137
W1693619404,W2013790144
W1693619404,W2018361712
W1693619404,W2021527989
W1693619404,W2039675944
W1693619404,W2051914653
W1693619404,W2054749880
W1693619404,W2062377997
W1693619404,W2071457714
W1693619404,W2077540630
W1693619404,W2082502044
W1693619404,W2083683919
W1693619404,W2083816845
W1693619404,W2102278088
W1693619404,W2102633111
W1693619404,W2127826372
W1693619404,W2128947449
W1693619404,W2137522676
W1693619404,W2141635852
W1693619404,W2150334199
W1693619404,W2158119151
W1693619404,W2158197055
W1693619404,W2159802380
W1693619404,W2170336373
W1693619404,W2795507650
W174222871,W1741141307
W174222871,W1974953783
W174222871,W1997772553
W174222871,W1997861712
W174222871,W2003967247
W174222871,W2019491304
W174222871,W2032458135
W174222871,W2037139196
W174222871,W2041896010
W174222871,W204714602
W174222871,W2062181544
W174222871,W2070086159
W174222871,W2076102314
W174222871,W2084712436
W174222871,W2100799370
W174222871,W2122458271
W174222871,W2123009897
W174222871,W2138787819
W174222871,W2145681888
W174222871,W2155005770
W174222871,W2165575471
W174222871,W2396501439
W174222871,W2488164446
W174222871,W2912695340
W174222871,W3041596487
W174222871,W4254449650
W1755608697,W1034283486
W1755608697,W1562000765
W1755608697,W1884065282
W1755608697,W1963492389
W1755608697,W1965008668
W1755608697,W1965590514
W1755608697,W1966697336
W1755608697,W1967953754
W1755608697,W1972343685
W1755608697,W1979728434
W1755608697,W1982513459
W1755608697,W1989795160
W1755608697,W1993492558
W1755608697,W1994733001
W1755608697,W1995608989
W1755608697,W2000439420
W1755608697,W2002935499
W1755608697,W2017226208
W1755608697,W2017481821
W1755608697,W2024339865
W1755608697,W2033299989
W1755608697,W2035910846
W1755608697,W2036826589
W1755608697,W2039846442
W1755608697,W2040322315
W1755608697,W2046637991
W1755608697,W2048467896
W1755608697,W2054513574
W1755608697,W2055511627
W1755608697,W2058208302
W1755608697,W2070213512
W1755608697,W2073459181
W1755608697,W2087526920
W1755608697,W2088978850
W1755608697,W2093188224
W1755608697,W2102855006
W1755608697,W2107937713
W1755608697,W2109985337
W1755608697,W2123061532
W1755608697,W2124702357
W1755608697,W2127431160
W1755608697,W2128748652
W1755608697,W2130281033
W1755608697,W2131633148
W1755608697,W2132675839
W1755608697,W2135270981
W1755608697,W2142154551
W1755608697,W2157780858
W1755608697,W2488164446
W1755608697,W2978195077
W1790910337,W1551279141
W1790910337,W1568520846
W1790910337,W1574681556
W1790910337,W1576635857
W1790910337,W1591808812
W1790910337,W1964283422
W1790910337,W1966628961
W1790910337,W1967390580
W1790910337,W1968083842
W1790910337,W1972537776
W1790910337,W1972668232
W1790910337,W1973376993
W1790910337,W1973409314
W1790910337,W1974216879
W1790910337,W1975770980
W1790910337,W1976953979
W1790910337,W1977272108
W1790910337,W1977811112
W1790910337,W1981388915
W1790910337,W1984033828
W1790910337,W1984659654
W1790910337,W1988812042
W1790910337,W1988874269
W1790910337,W1989155278
W1790910337,W1992252022
W1790910337,W1994873580
W1790910337,W1995354858
W1790910337,W1996729665
W1790910337,W1999528098
W1790910337,W2000202272
W1790910337,W2001682292
W1790910337,W2005244282
W1790910337,W2005673379
W1790910337,W2006308311
W1790910337,W2007936517
W1790910337,W2009042050
W1790910337,W2010804658
W1790910337,W2012642344
W1790910337,W2013108225
W1790910337,W2013742860
W1790910337,W2014307172
W1790910337,W2018419908
W1790910337,W2020671828
W1790910337,W2021407054
W1790910337,W2022857635
W1790910337,W2023749340
W1790910337,W2024412024
W1790910337,W2024742631
W1790910337,W2025185584
W1790910337,W2026334238
W1790910337,W2027462288
W1790910337,W2028310195
W1790910337,W2028934507
W1790910337,W2031792838
W1790910337,W2034903863
W1790910337,W2035412339
W1790910337,W2037921799
W1790910337,W2038428415
W1790910337,W2040152655
W1790910337,W2041409936
W1790910337,W2041687047
W1790910337,W2046121812
W1790910337,W2046957947
W1790910337,W2049223406
W1790910337,W2050797065
W1790910337,W2051561451
W1790910337,W2054592691
W1790910337,W2056584076
W1790910337,W2058525401
W1790910337,W2060109539
W1790910337,W2060385379
W1790910337,W2060615507
W1790910337,W2062240276
W1790910337,W2062536306
W1790910337,W2065418940
W1790910337,W2067037232
W1790910337,W2068249038
W1790910337,W2069951891
W1790910337,W2073879496
W1790910337,W2075609067
W1790910337,W2076231399
W1790910337,W2077156515
W1790910337,W2078420868
W1790910337,W2078936766
W1790910337,W2081364492
W1790910337,W2081612234
W1790910337,W2082339693
W1790910337,W2083059613
W1790910337,W2083589646
W1790910337,W2084045174
W1790910337,W2084981386
W1790910337,W2085422814
W1790910337,W2085547600
W1790910337,W2086801037
W1790910337,W2087275635
W1790910337,W2088175910
W1790910337,W2089811606
W1790910337,W2093555349
W1790910337,W2094542328
W1790910337,W2099014662
W1790910337,W2104670628
W1790910337,W2105643849
W1790910337,W2119274204
W1790910337,W2124535811
W1790910337,W2136184412
W1790910337,W2139100040
W1790910337,W2140047417
W1790910337,W2143027081
W1790910337,W2155527320
W1790910337,W2158111050
W1790910337,W2158597310
W1790910337,W2162026804
W1790910337,W2163704349
W1790910337,W2244049201
W1790910337,W2270463285
W1790910337,W2277786500
W1790910337,W2289773369
W1790910337,W2382950835
W1790910337,W2414599091
W1790910337,W2466756108
W1790910337,W2490517840
W1790910337,W2501359738
W1790910337,W2798909945
W1790910337,W3128305098
W1790910337,W3138279625
W1790910337,W349832553
W1790910337,W418709959
W1790910337,W4236047501
W1790910337,W4249817017
W1790910337,W4285719527
W1790910337,W583581862
W1790910337,W585917380
W1790910337,W625156410
W1790910337,W631072183
W1847168837,W1521059904
W1847168837,W1987736762
W1847168837,W2063977404
W1847168837,W2127626512
W1847168837,W2135732400
W1847168837,W4248184440
W1882348221,W137703093
W1882348221,W1559393815
W1882348221,W1777038068
W1882348221,W1932452987
W1882348221,W1972590670
W1882348221,W1981182460
W1882348221,W1982118679
W1882348221,W1988603010
W1882348221,W1996970591
W1882348221,W2015038843
W1882348221,W2029165778
W1882348221,W2032491292
W1882348221,W2036218846
W1882348221,W2044277690
W1882348221,W2046105675
W1882348221,W2075209202
W1882348221,W2103267935
W1882348221,W2105669979
W1882348221,W2117549410
W1882348221,W2122458271
W1882348221,W2141778326
W1882348221,W2312200201
W1882348221,W2599312647
W1882348221,W2996908746
W1882348221,W4239202739
W1885639605,W1533524721
W1885639605,W1556795538
W1885639605,W1597919051
W1885639605,W176113975
W1885639605,W1804662449
W1885639605,W1861018751
W1885639605,W1892385946
W1885639605,W1965098788
W1885639605,W1966080303
W1885639605,W1968846988
W1885639605,W2002823419
W1885639605,W2011390512
W1885639605,W2031663646
W1885639605,W2067440245
W1885639605,W2089745666
W1885639605,W2126319939
W1885639605,W2143742573
W1885639605,W2143817169
W1885639605,W2155339399
W1885639605,W2270450297
W1885639605,W2577664326
W1885639605,W62489148
W1885639605,W90626832
W1893003692,W1864551508
W1893003692,W1921980981
W1893003692,W1929729372
W1893003692,W1936434217
W1893003692,W1964043916
W1893003692,W1969336180
W1893003692,W1975346745
W1893003692,W1977820293
W1893003692,W1978319605
W1893003692,W1978463534
W1893003692,W1980575105
W1893003692,W1980847994
W1893003692,W1987640662
W1893003692,W1987938015
W1893003692,W1988520816
W1893003692,W1989048465
W1893003692,W1994947322
W1893003692,W1995622070
W1893003692,W2001099593
W1893003692,W2002431404
W1893003692,W2006770213
W1893003692,W2007364425
W1893003692,W2008123860
W1893003692,W2017521888
W1893003692,W2017558624
W1893003692,W2025282657
W1893003692,W2030894962
W1893003692,W2039186757
W1893003692,W2041938135
W1893003692,W2049273156
W1893003692,W2064682255
W1893003692,W2067374489
W1893003692,W2072674802
W1893003692,W2073850739
W1893003692,W2074354573
W1893003692,W2076359113
W1893003692,W2078070494
W1893003692,W2090684873
W1893003692,W2091163929
W1893003692,W2092750502
W1893003692,W2097145605
W1893003692,W2099068728
W1893003692,W2100983956
W1893003692,W2101800098
W1893003692,W2104897414
W1893003692,W2113255962
W1893003692,W2114293191
W1893003692,W2114766203
W1893003692,W2119109876
W1893003692,W2121747917
W1893003692,W2130100708
W1893003692,W2130788353
W1893003692,W2137845948
W1893003692,W2139898307
W1893003692,W2142848359
W1893003692,W2143316684
W1893003692,W2146514770
W1893003692,W2149451815
W1893003692,W2150786009
W1893003692,W2152605395
W1893003692,W2157901815
W1893003692,W2164702165
W1893003692,W2165050788
W1893003692,W2165782758
W1893003692,W2167702959
W1893003692,W2169377358
W1893003692,W2170969982
W1893003692,W2171776652
W1893003692,W2491142000
W1893003692,W4240396147
W1893003692,W4241434262
W1893003692,W4245518741
W1893003692,W4253295198
W1893003692,W4300721112
W1897409362,W1865973687
W1897409362,W1971770118
W1897409362,W1987284219
W1897409362,W2004420622
W1897409362,W2006803496
W1897409362,W2008946707
W1897409362,W2042579673
W1897409362,W2060145989
W1897409362,W2067641070
W1897409362,W2073751266
W1897409362,W2075007156
W1897409362,W2082185517
W1897409362,W2102201770
W1897409362,W2104105197
W1897409362,W2109908270
W1897409362,W2113949974
W1897409362,W2122134943
W1897409362,W2127918035
W1897409362,W2135376873
W1897409362,W2142004558
W1897409362,W2155584091
W1897409362,W2160172778
W1897409362,W2163276855
W1897409362,W2164444272
W1897409362,W2164994619
W1897409362,W2166732644
W1897409362,W2214569581
W1897409362,W2396555286
W1897409362,W2441804287
W1897409362,W2466601701
W1897507705,W1555019583
W1897507705,W1967522381
W1897507705,W1974456500
W1897507705,W1987834735
W1897507705,W1992778401
W1897507705,W1999321277
W1897507705,W1999801651
W1897507705,W2006025735
W1897507705,W2008396782
W1897507705,W2008713070
W1897507705,W2016551731
W1897507705,W2018016400
W1897507705,W2021629815
W1897507705,W2037761037
W1897507705,W2038455036
W1897507705,W2056023782
W1897507705,W2060606536
W1897507705,W2072706921
W1897507705,W2089290750
W1897507705,W2091833846
W1897507705,W2095800081
W1897507705,W2110248270
W1897507705,W2135036822
W1897507705,W2139481898
W1897507705,W2141292372
W1897507705,W2796985193
W1897507705,W303102597
W1897507705,W96390954
W1907176958,W1505735386
W1907176958,W1507112074
W1907176958,W1508670225
W1907176958,W182048401
W1907176958,W1829383913
W1907176958,W1839589202
W1907176958,W1868826459
W1907176958,W1870980090
W1907176958,W1909184065
W1907176958,W1939789398
W1907176958,W1964381382
W1907176958,W1967161078
W1907176958,W1969673141
W1907176958,W1972590670
W1907176958,W1972763299
W1907176958,W1996126631
W1907176958,W2001144437
W1907176958,W2004481808
W1907176958,W2011874965
W1907176958,W2012817652
W1907176958,W2013151332
W1907176958,W2025758010
W1907176958,W2026880027
W1907176958,W2032436164
W1907176958,W2033501596
W1907176958,W2034061254
W1907176958,W2041859481
W1907176958,W2047347032
W1907176958,W2047901439
W1907176958,W2049457797
W1907176958,W2051917001
W1907176958,W2057380384
W1907176958,W2063403408
W1907176958,W2066192791
W1907176958,W2068360652
W1907176958,W2071202356
W1907176958,W2075566081
W1907176958,W2079395358
W1907176958,W2081157840
W1907176958,W2083059165
W1907176958,W2083313866
W1907176958,W2093695590
W1907176958,W2094542138
W1907176958,W2105479302
W1907176958,W2106822551
W1907176958,W2111880393
W1907176958,W2114432823
W1907176958,W2119150168
W1907176958,W2129239771
W1907176958,W2135483153
W1907176958,W2141303122
W1907176958,W2142416079
W1907176958,W2150214767
W1907176958,W2155694027
W1907176958,W2203995275
W1907176958,W2297434303
W1907176958,W2322269681
W1907176958,W2339146670
W1907176958,W236365136
W1907176958,W2403535820
W1907176958,W75076575
W1909184065,W1870980090
W1909184065,W1923722611
W1909184065,W1989458918
W1909184065,W2012889740
W1909184065,W2038225884
W1909184065,W2084235189
W1909184065,W2109548847
W1909184065,W2119150168
W1909184065,W2132905212
W1909184065,W2180793908
W1909184065,W2287750279
W1909184065,W2397865157
W1909184065,W2403535820
W1911060607,W1497444618
W1911060607,W1570922929
W1911060607,W1582880486
W1911060607,W1623836711
W1911060607,W1666827791
W1911060607,W1782593725
W1911060607,W1797549733
W1911060607,W1828064201
W1911060607,W1918304343
W1911060607,W1967904102
W1911060607,W1971895470
W1911060607,W1972205221
W1911060607,W1974883695
W1911060607,W1976933908
W1911060607,W1977311786
W1911060607,W1983994842
W1911060607,W1987081043
W1911060607,W1988031376
W1911060607,W2001469430
W1911060607,W2002018680
W1911060607,W2006679062
W1911060607,W2007566193
W1911060607,W2007944273
W1911060607,W2010856791
W1911060607,W2021551531
W1911060607,W2025663766
W1911060607,W2026511288
W1911060607,W2027019323
W1911060607,W2028321078
W1911060607,W2033221726
W1911060607,W2034255490
W1911060607,W2035439655
W1911060607,W2051674894
W1911060607,W2058061634
W1911060607,W2067608252
W1911060607,W2070614962
W1911060607,W2073147055
W1911060607,W2085969920
W1911060607,W2086704539
W1911060607,W2096722100
W1911060607,W2100457022
W1911060607,W2100605312
W1911060607,W2110065044
W1911060607,W2115818264
W1911060607,W2117853777
W1911060607,W2118421222
W1911060607,W2118902477
W1911060607,W2119848633
W1911060607,W2121732050
W1911060607,W2122591357
W1911060607,W2123086804
W1911060607,W2132098297
W1911060607,W2132665370
W1911060607,W2133188546
W1911060607,W2133324588
W1911060607,W2136478202
W1911060607,W2143947644
W1911060607,W2144407269
